0,1,2,3,4,5,6,7,8
110/03/18,"139,458,505","18,102,452,005",128.00,131.50,128.00,129.50,+3.50,"70,643"
110/03/19,"168,584,321","21,042,857,494",127.00,127.00,123.50,123.50,-6.00,"88,025"
110/03/22,"110,246,598","14,033,692,679",124.00,130.00,124.00,130.00,+6.50,"58,130"
110/03/23,"114,215,010","15,097,213,858",133.00,134.50,130.00,130.50,+0.50,"60,873"
110/03/24,"83,454,915","10,735,343,710",130.00,132.00,126.50,128.00,-2.50,"49,048"
110/03/25,"68,884,133","8,771,645,445",127.00,129.50,125.50,126.50,-1.50,"35,440"
110/03/26,"53,269,507","6,765,454,880",127.50,128.00,126.00,126.50, 0.00,"26,855"
110/03/29,"41,716,728","5,343,103,863",128.00,129.00,127.50,128.50,+2.00,"22,188"
110/03/30,"47,600,474","6,154,998,092",129.50,130.00,128.50,129.50,+1.00,"25,886"
110/03/31,"132,523,915","16,524,687,255",125.00,126.50,123.00,124.00,-5.50,"80,792"
110/04/01,"97,942,681","11,979,889,015",124.50,125.50,120.50,121.50,-2.50,"58,865"
110/04/06,"42,038,412","5,173,429,747",123.50,124.00,122.00,122.50,+1.00,"23,481"
110/04/07,"34,046,989","4,203,938,017",124.00,124.50,122.50,123.50,+1.00,"19,722"
110/04/08,"39,136,758","4,793,168,068",123.00,123.00,121.50,122.50,-1.00,"22,754"
110/04/09,"81,190,769","9,840,669,741",123.00,123.00,120.00,120.00,-2.50,"48,261"
110/04/12,"69,698,881","8,412,790,814",120.00,122.00,119.00,120.50,+0.50,"34,745"
110/04/13,"49,938,841","6,104,468,787",121.50,123.00,121.00,122.50,+2.00,"27,114"
110/04/14,"53,715,724","6,503,412,481",123.00,123.50,119.00,121.50,-1.00,"30,993"
110/04/15,"39,721,032","4,787,637,644",121.00,121.00,119.50,121.00,-0.50,"19,434"
110/04/16,"53,301,304","6,553,729,709",122.00,124.00,122.00,123.50,+2.50,"28,744"
110/04/19,"32,456,085","3,960,275,441",123.50,123.50,121.50,121.50,-2.00,"20,644"
110/04/20,"26,315,401","3,200,501,050",121.50,122.00,121.00,122.00,+0.50,"16,401"
110/04/21,"35,462,621","4,268,553,354",121.00,121.50,120.00,120.00,-2.00,"26,330"
110/04/22,"68,387,339","8,132,044,568",122.00,122.00,117.50,117.50,-2.50,"48,086"
110/04/23,"39,536,828","4,672,962,184",117.00,119.00,117.00,119.00,+1.50,"21,716"
110/04/26,"41,610,001","4,920,766,189",119.50,120.00,117.50,117.50,-1.50,"27,201"
110/04/27,"54,687,858","6,524,558,198",118.50,120.50,118.00,118.50,+1.00,"27,876"
110/04/28,"39,359,343","4,616,990,789",118.00,118.50,117.00,117.00,-1.50,"28,818"
110/04/29,"46,015,350","5,394,760,734",118.00,118.50,116.00,116.00,-1.00,"23,471"
110/05/03,"72,538,032","8,208,678,758",115.00,115.00,112.00,112.50,-3.50,"41,556"
110/05/04,"89,596,108","9,800,361,771",112.00,112.00,107.50,108.50,-4.00,"53,065"
110/05/05,"65,838,793","7,336,678,783",110.00,113.50,110.00,110.00,+1.50,"35,566"
110/05/06,"38,108,953","4,267,799,288",112.00,113.00,110.50,112.50,+2.50,"20,913"
110/05/07,"60,794,976","7,060,345,979",114.50,117.50,114.00,117.50,+5.00,"31,435"
110/05/10,"41,895,494","4,774,715,374",116.00,116.50,113.00,113.00,-4.50,"25,092"
110/05/11,"81,061,955","8,760,238,578",109.50,110.00,106.00,107.00,-6.00,"52,353"
110/05/12,"150,803,046","15,233,688,207",104.00,106.50,96.50,102.00,-5.00,"81,587"
110/05/13,"70,831,609","7,257,570,159",99.50,105.00,98.20,103.00,+1.00,"37,633"
110/05/14,"44,125,994","4,625,585,079",105.00,106.00,103.50,104.50,+1.50,"24,199"
110/05/17,"97,655,746","9,727,936,586",100.00,102.00,97.10,98.20,-6.30,"53,058"
110/05/18,"81,996,675","8,583,172,481",101.50,107.50,101.00,107.00,+8.80,"38,862"
110/05/19,"47,578,836","5,007,165,726",106.50,106.50,104.00,105.00,-2.00,"22,779"
110/05/20,"45,667,137","4,830,640,300",105.00,106.50,104.50,106.00,+1.00,"17,658"
110/05/21,"54,294,943","5,915,349,127",108.00,110.00,108.00,109.50,+3.50,"24,601"
110/05/24,"31,185,744","3,397,485,475",108.50,110.00,108.00,109.50, 0.00,"15,620"
110/05/25,"51,415,212","5,763,067,348",111.00,113.00,110.50,112.00,+2.50,"24,932"
110/05/26,"24,843,379","2,770,423,040",113.50,113.50,110.50,111.50,-0.50,"13,505"
110/05/27,"61,345,941","6,696,631,324",110.00,110.50,107.50,109.50,-2.00,"18,480"
110/05/28,"26,999,728","2,990,527,150",110.50,111.50,110.00,111.00,+1.50,"12,829"
110/05/31,"34,363,475","3,879,023,225",112.00,113.50,111.50,113.50,+2.50,"18,834"
110/06/01,"22,421,329","2,559,926,686",114.50,115.00,113.50,114.50,+1.00,"14,042"
110/06/02,"33,224,565","3,741,059,700",115.00,115.50,111.00,112.00,-2.50,"21,467"
110/06/03,"24,092,372","2,687,851,339",113.00,113.00,110.50,111.00,-1.00,"12,120"
110/06/04,"30,062,210","3,321,498,146",110.00,112.50,109.00,112.00,+1.00,"16,040"
110/06/07,"20,456,903","2,266,693,907",112.50,112.50,109.00,110.50,-1.50,"12,472"
110/06/08,"18,593,259","2,057,056,822",111.00,111.50,110.00,110.50, 0.00,"9,979"
110/06/09,"23,900,252","2,629,388,923",110.00,111.00,109.50,109.50,-1.00,"12,614"
110/06/10,"19,385,582","2,147,142,899",110.00,111.50,109.50,110.50,+1.00,"8,737"
110/06/11,"38,750,164","4,379,542,303",111.50,114.50,111.50,113.50,+3.00,"19,549"
110/06/15,"23,669,454","2,669,519,218",113.50,114.50,112.00,113.00,-0.50,"12,539"
110/06/16,"24,015,917","2,690,279,796",112.00,113.00,111.50,111.50,-1.50,"13,461"
110/06/17,"18,216,980","2,029,826,374",110.50,113.00,110.00,113.00,+1.50,"11,268"
110/06/18,"30,836,806","3,448,966,642",112.50,113.00,111.50,111.50,-1.50,"12,120"
110/06/21,"35,268,628","3,851,837,858",110.50,110.50,108.50,108.50,-3.00,"25,025"
110/06/22,"22,187,502","2,420,791,691",109.50,110.00,108.50,108.50, 0.00,"11,877"
110/06/23,"27,861,665","3,077,038,861",109.00,112.00,108.50,111.50,+3.00,"14,754"
110/06/24,"32,245,265","3,633,060,884",111.50,114.00,111.00,113.00,+1.50,"14,922"
110/06/25,"35,822,902","4,085,680,684",114.00,115.00,113.00,113.00, 0.00,"19,887"
110/06/28,"23,851,540","2,668,210,950",113.00,113.50,111.00,111.50,-1.50,"13,223"
110/06/29,"17,814,779","1,993,813,362",112.50,112.50,111.50,111.50, 0.00,"9,753"
110/06/30,"31,230,317","3,519,673,041",112.00,113.50,112.00,112.00,+0.50,"13,468"
110/07/01,"16,011,423","1,792,574,133",112.50,112.50,111.50,112.00, 0.00,"10,028"
110/07/02,"16,766,612","1,874,444,040",112.00,112.50,111.50,111.50,-0.50,"10,507"
110/07/05,"80,686,116","9,296,782,029",112.50,117.00,112.00,117.00,+5.50,"40,275"
110/07/06,"44,138,854","5,138,832,378",116.50,117.50,115.50,116.50,-0.50,"21,534"
110/07/07,"28,054,333","3,244,332,101",116.50,117.00,115.00,115.00,-1.50,"15,291"
110/07/08,"23,917,768","2,762,238,298",115.00,116.50,115.00,115.50,+0.50,"11,013"
110/07/09,"28,610,616","3,258,117,138",114.50,115.00,113.00,114.00,-1.50,"15,481"
110/07/12,"17,647,120","2,030,742,052",115.50,116.00,114.50,115.00,+1.00,"9,603"
110/07/13,"36,808,740","4,286,001,151",116.00,117.00,115.50,116.50,+1.50,"17,750"
110/07/14,"27,249,198","3,182,976,809",117.50,117.50,116.00,116.00,-0.50,"14,012"
110/07/15,"63,085,625","7,493,484,174",117.00,120.00,116.50,119.50,+3.50,"30,392"
110/07/16,"33,812,892","4,017,523,761",118.50,119.50,118.00,119.50, 0.00,"16,742"
110/07/19,"31,942,648","3,738,317,961",118.50,119.00,116.00,116.50,-3.00,"19,463"
110/07/20,"26,486,822","3,043,884,113",115.00,116.00,114.50,114.50,-2.00,"17,409"
110/07/21,"63,825,965","7,250,315,923",116.00,116.00,112.00,112.50,-2.00,"35,175"
110/07/22,"60,124,515","6,645,106,382",109.00,112.50,108.50,110.50,X0.00,"29,073"
110/07/23,"21,722,648","2,407,842,839",112.00,112.00,110.00,110.50, 0.00,"13,034"
110/07/26,"33,652,939","3,694,569,273",111.00,111.00,108.50,110.00,-0.50,"17,549"
110/07/27,"28,379,286","3,153,607,081",111.00,112.00,110.00,111.50,+1.50,"12,947"
110/07/28,"32,814,950","3,604,648,055",110.50,111.00,109.00,110.50,-1.00,"16,826"
110/07/29,"20,902,566","2,315,628,083",111.00,111.50,110.00,111.00,+0.50,"10,101"
110/07/30,"29,089,453","3,206,014,166",110.00,111.50,109.50,110.00,-1.00,"11,111"
110/08/02,"24,500,264","2,735,666,103",111.00,113.00,110.00,113.00,+3.00,"11,998"
110/08/03,"24,697,233","2,753,719,080",112.50,113.00,110.50,111.50,-1.50,"10,293"
110/08/04,"21,287,183","2,383,267,724",112.00,112.50,111.00,112.00,+0.50,"8,393"
110/08/05,"20,014,604","2,231,990,278",111.00,112.00,111.00,112.00, 0.00,"9,708"
110/08/06,"41,391,590","4,644,148,106",111.50,113.00,111.00,112.50,+0.50,"16,500"
110/08/09,"23,280,701","2,603,188,402",112.00,112.50,111.00,112.00,-0.50,"8,483"
110/08/10,"43,432,544","4,759,075,067",111.50,112.00,108.50,108.50,-3.50,"27,993"
110/08/11,"49,868,351","5,366,409,027",107.00,109.00,106.00,109.00,+0.50,"21,961"
110/08/12,"18,592,236","2,027,562,903",109.00,109.50,108.00,109.00, 0.00,"8,730"
110/08/13,"46,681,998","5,097,311,545",109.50,110.00,108.00,109.00, 0.00,"17,924"
110/08/16,"35,027,999","3,762,459,490",108.50,109.00,106.50,107.50,-1.50,"16,454"
110/08/17,"26,076,961","2,788,145,927",107.50,108.00,106.00,106.50,-1.00,"12,893"
110/08/18,"36,974,897","3,912,990,840",105.50,107.50,104.50,107.00,+0.50,"16,564"
110/08/19,"52,199,317","5,427,105,069",106.00,106.00,102.50,103.00,-4.00,"31,835"
110/08/20,"30,552,525","3,181,870,656",104.00,106.00,102.00,104.50,+1.50,"14,626"
110/08/23,"24,065,630","2,572,410,231",105.50,108.00,105.50,107.50,+3.00,"10,503"
110/08/24,"18,000,797","1,953,125,584",108.50,109.00,107.50,109.00,+1.50,"9,365"
110/08/25,"14,477,188","1,568,051,183",109.00,109.00,107.50,108.50,-0.50,"7,852"
110/08/26,"13,135,805","1,414,850,208",108.50,109.00,107.00,107.50,-1.00,"7,699"
110/08/27,"13,875,837","1,495,362,654",107.50,108.50,106.50,108.00,+0.50,"6,260"
110/08/30,"14,000,606","1,515,530,387",108.50,109.00,107.50,109.00,+1.00,"7,629"
110/08/31,"30,641,222","3,368,752,300",108.50,111.00,108.00,111.00,+2.00,"10,640"
110/09/01,"22,374,844","2,481,606,824",111.00,112.00,110.00,111.00, 0.00,"11,694"
110/09/02,"29,727,679","3,315,302,873",111.00,113.00,110.50,111.50,+0.50,"14,134"
110/09/03,"24,501,274","2,747,764,310",112.00,113.00,111.50,112.50,+1.00,"12,699"
110/09/06,"18,445,528","2,059,630,802",112.50,113.00,110.50,111.00,-1.50,"11,402"
110/09/07,"23,359,117","2,542,208,391",109.50,110.00,108.00,108.50,-2.50,"14,579"
110/09/08,"28,705,746","3,100,212,882",108.50,109.50,107.00,107.50,-1.00,"15,013"
110/09/09,"20,446,876","2,187,406,741",106.50,107.50,106.00,107.00,-0.50,"9,228"
110/09/10,"13,324,559","1,435,914,081",107.00,108.50,107.00,108.00,+1.00,"7,687"
110/09/13,"15,455,264","1,652,913,445",107.50,108.00,106.50,106.50,-1.50,"9,602"
110/09/14,"19,260,856","2,066,358,163",107.50,108.00,106.50,107.50,+1.00,"8,249"
110/09/15,"64,013,002","7,002,242,836",108.00,110.50,107.50,108.50,+1.00,"27,970"
110/09/16,"23,004,506","2,488,329,118",108.50,109.50,107.50,107.50,-1.00,"11,043"
110/09/17,"46,682,899","5,061,166,381",107.50,109.50,107.00,108.50,+1.00,"10,254"
110/09/22,"38,855,713","4,142,578,220",106.50,107.50,106.00,107.00,-1.50,"18,533"
110/09/23,"18,991,583","2,029,833,013",107.00,108.00,106.00,106.50,-0.50,"9,716"
110/09/24,"15,366,616","1,652,429,167",107.50,108.00,107.00,107.50,+1.00,"7,419"
110/09/27,"13,936,074","1,502,118,415",107.00,108.50,107.00,107.50, 0.00,"7,375"
110/09/28,"22,319,338","2,378,000,921",107.00,107.50,106.00,106.50,-1.00,"11,238"
110/09/29,"32,798,414","3,441,324,697",105.00,105.50,104.50,105.00,-1.50,"26,132"
110/09/30,"24,317,553","2,554,201,387",105.00,106.00,104.00,105.00, 0.00,"11,340"
110/10/01,"36,074,566","3,737,734,962",104.50,105.00,103.00,103.00,-2.00,"24,649"
110/10/04,"25,434,032","2,627,827,660",104.50,105.00,102.50,103.00, 0.00,"13,424"
110/10/05,"43,345,161","4,403,998,216",102.00,102.50,101.00,101.50,-1.50,"24,840"
110/10/06,"40,294,629","4,180,811,261",103.50,104.50,103.00,103.00,+1.50,"17,917"
110/10/07,"38,383,881","4,075,145,593",104.50,107.00,104.00,107.00,+4.00,"18,047"
110/10/08,"27,568,061","2,961,998,681",107.50,108.00,106.50,108.00,+1.00,"12,592"
110/10/12,"38,777,410","4,082,299,711",106.50,107.00,104.50,105.00,-3.00,"16,707"
110/10/13,"18,802,301","1,980,524,377",106.00,106.50,104.50,105.50,+0.50,"10,776"
110/10/14,"17,764,699","1,899,471,130",107.00,107.50,106.50,106.50,+1.00,"8,638"
110/10/15,"49,336,872","5,372,684,627",108.00,110.00,107.50,109.50,+3.00,"25,187"
110/10/18,"42,330,142","4,608,902,380",110.50,111.00,107.00,107.50,-2.00,"22,880"
110/10/19,"26,479,700","2,845,164,375",108.50,109.00,106.50,107.00,-0.50,"17,559"
110/10/20,"29,508,905","3,171,041,387",107.50,108.50,106.50,107.50,+0.50,"16,183"
110/10/21,"30,590,262","3,302,542,666",108.00,108.50,107.00,108.00,+0.50,"8,301"
110/10/22,"14,751,899","1,590,679,060",108.00,108.50,107.00,107.50,-0.50,"7,061"
110/10/25,"21,266,978","2,300,605,515",107.50,109.00,107.00,108.00,+0.50,"9,801"
110/10/26,"18,109,494","1,970,534,065",108.50,109.50,108.00,109.00,+1.00,"8,008"
110/10/27,"15,933,998","1,722,962,751",109.00,109.00,107.50,108.00,-1.00,"7,865"
110/10/28,"14,245,290","1,542,758,851",108.00,109.00,107.50,108.50,+0.50,"6,112"
110/10/29,"20,791,860","2,229,495,724",108.50,108.50,107.00,107.00,-1.50,"10,689"
110/11/01,"18,216,191","1,951,366,670",108.00,108.00,106.50,106.50,-0.50,"8,368"
110/11/02,"21,351,175","2,302,658,025",107.00,108.50,107.00,107.50,+1.00,"10,361"
110/11/03,"12,336,039","1,330,768,535",107.50,108.50,107.50,107.50, 0.00,"6,756"
110/11/04,"11,377,672","1,229,646,696",108.50,108.50,107.50,108.00,+0.50,"6,193"
110/11/05,"17,741,997","1,921,456,453",108.00,109.00,107.50,109.00,+1.00,"9,600"
110/11/08,"20,910,258","2,243,805,853",107.50,108.00,107.00,107.50,-1.50,"11,664"
110/11/09,"23,994,381","2,581,028,511",107.50,108.00,107.00,108.00,+0.50,"10,776"
110/11/10,"22,997,778","2,501,611,468",108.00,109.50,107.50,109.00,+1.00,"12,303"
110/11/11,"18,767,739","2,023,469,603",108.50,109.00,107.50,107.50,-1.50,"9,980"
110/11/12,"26,736,055","2,906,574,566",108.50,109.50,108.00,109.00,+1.50,"10,665"
110/11/15,"25,873,466","2,817,874,176",109.00,110.00,108.00,108.00,-1.00,"11,776"
110/11/16,"16,174,955","1,751,338,074",108.50,109.00,108.00,108.00, 0.00,"8,537"
110/11/17,"34,385,746","3,691,148,900",108.50,108.50,106.50,107.00,-1.00,"19,788"
110/11/18,"30,585,311","3,268,987,325",107.00,107.50,106.50,107.00, 0.00,"14,109"
110/11/19,"20,981,372","2,244,077,950",107.50,108.00,106.50,106.50,-0.50,"13,079"
110/11/22,"17,929,580","1,914,281,840",107.00,107.50,106.50,106.50, 0.00,"8,752"
110/11/23,"22,502,493","2,389,716,981",106.50,107.00,106.00,106.00,-0.50,"13,646"
110/11/24,"30,255,836","3,184,629,206",106.00,106.50,104.50,105.50,-0.50,"21,337"
110/11/25,"17,940,754","1,893,470,344",106.50,106.50,105.00,105.00,-0.50,"10,674"
110/11/26,"24,721,253","2,569,062,256",105.00,105.00,103.50,103.50,-1.50,"21,640"
110/11/29,"28,063,125","2,910,115,330",103.00,105.50,102.50,103.50, 0.00,"16,158"
110/11/30,"50,063,743","5,204,093,799",104.00,105.50,103.00,103.50, 0.00,"14,807"
110/12/01,"22,533,336","2,368,450,389",103.50,106.00,103.50,105.50,+2.00,"10,602"
110/12/02,"27,492,234","2,908,367,984",105.00,107.00,105.00,105.00,-0.50,"13,471"
110/12/03,"18,384,929","1,937,921,897",105.50,106.00,105.00,105.00, 0.00,"7,487"
110/12/06,"22,958,298","2,441,979,400",105.50,107.00,105.00,106.50,+1.50,"10,190"
110/12/07,"25,348,727","2,689,552,435",106.00,107.50,105.00,106.00,-0.50,"14,407"
110/12/08,"36,805,823","3,895,356,586",106.50,107.00,105.00,105.00,-1.00,"15,734"
110/12/09,"15,133,685","1,598,487,037",105.00,106.00,105.00,106.00,+1.00,"7,128"
110/12/10,"20,489,274","2,154,660,136",105.50,106.00,104.50,105.00,-1.00,"10,060"
110/12/13,"17,647,182","1,852,509,797",105.00,106.00,104.50,104.50,-0.50,"9,436"
110/12/14,"22,146,940","2,316,525,199",104.50,105.50,104.00,104.50, 0.00,"10,561"
110/12/15,"23,023,808","2,406,720,086",104.00,105.00,103.50,105.00,+0.50,"9,288"
110/12/16,"37,191,946","3,873,098,576",105.50,106.00,103.50,103.50,-1.50,"17,723"
110/12/17,"39,330,766","4,071,468,879",103.50,104.00,103.00,103.50, 0.00,"13,426"
110/12/20,"18,272,107","1,885,981,860",103.50,104.00,103.00,103.00,-0.50,"11,526"
110/12/21,"13,505,921","1,405,710,813",103.50,104.50,103.00,104.50,+1.50,"6,955"
110/12/22,"11,876,421","1,232,165,204",104.50,104.50,103.50,103.50,-1.00,"7,271"
110/12/23,"13,909,972","1,445,971,691",104.00,104.50,103.50,104.00,+0.50,"6,824"
110/12/24,"11,661,892","1,217,546,724",104.50,105.00,104.00,104.00, 0.00,"7,385"
110/12/27,"8,907,924","930,190,687",104.50,105.00,104.00,104.50,+0.50,"5,644"
110/12/28,"15,627,624","1,640,980,899",104.50,105.50,104.50,105.50,+1.00,"8,247"
110/12/29,"13,450,079","1,409,325,387",105.00,105.50,104.50,105.00,-0.50,"7,412"
110/12/30,"17,090,958","1,782,340,385",104.50,105.00,104.00,104.00,-1.00,"8,360"
109/01/02,"20,758,722","1,886,677,519",91.00,91.50,90.30,90.80, 0.00,"9,994"
109/01/03,"37,936,877","3,471,335,594",91.40,92.20,90.80,91.60,+0.80,"16,491"
109/01/06,"26,352,522","2,388,785,688",91.10,91.10,90.10,90.50,-1.10,"11,872"
109/01/07,"43,978,140","3,935,667,984",90.50,91.00,88.30,89.10,-1.40,"21,340"
109/01/08,"56,101,121","4,891,344,755",87.90,88.10,86.50,86.50,-2.60,"28,087"
109/01/09,"28,513,381","2,491,571,248",87.30,87.70,87.00,87.10,+0.60,"13,485"
109/01/10,"32,264,863","2,852,056,044",88.00,89.00,87.50,89.00,+1.90,"14,951"
109/01/13,"23,369,554","2,084,580,613",89.70,89.70,88.60,89.60,+0.60,"9,793"
109/01/14,"19,568,838","1,758,920,258",90.00,90.10,89.60,90.00,+0.40,"9,250"
109/01/15,"23,798,041","2,141,165,898",90.00,90.30,89.50,89.90,-0.10,"9,104"
109/01/16,"19,281,565","1,734,134,777",89.80,90.20,89.40,90.00,+0.10,"6,958"
109/01/17,"78,180,511","7,195,625,358",91.00,92.40,91.00,92.30,+2.30,"33,753"
109/01/20,"35,277,412","3,266,663,404",92.70,93.40,92.10,92.30, 0.00,"14,735"
109/01/30,"153,655,274","12,913,538,375",85.50,86.20,83.10,83.10,-9.20,"63,060"
109/01/31,"69,686,948","5,823,335,061",83.00,84.90,82.60,83.20,+0.10,"28,528"
109/02/03,"66,666,856","5,331,667,770",79.50,82.30,77.30,82.20,-1.00,"27,283"
109/02/04,"49,697,853","4,125,328,043",82.80,83.90,81.50,82.20, 0.00,"18,430"
109/02/05,"49,302,064","4,053,426,295",82.20,82.70,81.60,82.20, 0.00,"17,553"
109/02/06,"44,278,109","3,674,127,347",82.50,83.60,82.30,83.60,+1.40,"16,635"
109/02/07,"26,495,116","2,198,259,716",83.60,83.60,82.70,82.90,-0.70,"12,149"
109/02/10,"42,505,477","3,452,575,714",79.00,82.70,78.90,82.00,-0.90,"18,921"
109/02/11,"28,310,130","2,343,130,610",82.60,83.40,82.10,82.90,+0.90,"11,338"
109/02/12,"57,339,491","4,848,610,083",83.00,85.60,83.00,85.50,+2.60,"22,018"
109/02/13,"36,204,520","3,092,757,614",85.80,86.30,84.70,84.70,-0.80,"15,769"
109/02/14,"21,292,704","1,806,237,388",84.70,85.30,84.30,84.90,+0.20,"9,353"
109/02/17,"16,771,107","1,408,020,326",84.20,84.20,83.80,83.90,-1.00,"10,096"
109/02/18,"22,611,466","1,887,907,282",84.00,84.30,83.00,83.40,-0.50,"10,033"
109/02/19,"25,476,407","2,132,686,918",83.00,84.60,82.50,83.80,+0.40,"12,306"
109/02/20,"35,972,272","2,991,260,607",84.00,84.10,82.50,82.80,-1.00,"13,928"
109/02/21,"29,778,377","2,438,828,133",82.10,82.20,81.60,81.70,-1.10,"14,457"
109/02/24,"32,852,370","2,650,828,496",80.60,81.40,80.20,80.70,-1.00,"15,908"
109/02/25,"47,213,818","3,849,837,516",80.20,82.70,79.90,82.30,+1.60,"19,636"
109/02/26,"43,075,406","3,504,698,711",81.20,82.20,80.70,81.10,-1.20,"18,692"
109/02/27,"53,384,898","4,297,286,977",80.80,81.50,80.00,80.30,-0.80,"21,538"
109/03/02,"54,992,166","4,355,555,537",78.20,80.30,78.10,79.20,-1.10,"23,725"
109/03/03,"34,822,180","2,828,098,980",81.10,82.00,80.60,81.00,+1.80,"16,398"
109/03/04,"29,907,913","2,438,150,154",81.50,81.90,81.10,81.70,+0.70,"11,887"
109/03/05,"36,950,021","3,067,987,721",83.30,83.60,82.60,82.70,+1.00,"16,471"
109/03/06,"38,712,605","3,137,596,043",81.60,81.70,80.70,80.80,-1.90,"17,173"
109/03/09,"45,009,955","3,574,569,517",79.20,80.10,79.10,79.10,-1.70,"23,367"
109/03/10,"39,205,665","3,099,346,390",78.50,79.80,78.50,79.40,+0.30,"17,013"
109/03/11,"30,546,137","2,418,343,099",79.30,80.10,78.60,78.60,-0.80,"14,050"
109/03/12,"85,760,356","6,495,111,843",77.40,77.50,74.50,74.70,-3.90,"42,675"
109/03/13,"108,780,196","7,771,885,443",70.00,75.00,69.90,74.60,-0.10,"46,824"
109/03/16,"65,223,917","4,720,458,460",73.90,74.30,71.10,71.10,-3.50,"32,325"
109/03/17,"72,635,874","5,158,152,404",70.10,72.80,70.00,70.60,-0.50,"30,114"
109/03/18,"76,268,240","5,378,721,353",70.70,71.30,70.00,70.00,-0.60,"30,314"
109/03/19,"107,256,149","7,251,995,017",68.70,69.30,65.70,66.30,-3.70,"47,548"
109/03/20,"104,299,524","7,291,745,045",68.00,71.40,68.00,70.80,+4.50,"40,245"
109/03/23,"66,805,202","4,526,103,196",67.50,68.40,67.00,67.50,-3.30,"27,995"
109/03/24,"41,628,933","2,912,829,700",70.60,70.70,69.10,69.40,+1.90,"19,834"
109/03/25,"53,652,986","3,851,366,575",71.20,72.60,71.10,71.40,+2.00,"26,059"
109/03/26,"38,695,860","2,744,977,279",71.50,71.70,70.50,71.00,-0.40,"15,719"
109/03/27,"59,785,740","4,243,023,340",71.40,72.20,70.00,70.10,-0.90,"23,636"
109/03/30,"33,595,577","2,344,257,604",69.50,70.30,69.00,70.00,-0.10,"13,149"
109/03/31,"38,298,560","2,683,048,464",70.10,70.50,69.90,69.90,-0.10,"14,066"
109/04/01,"25,810,865","1,810,237,557",70.50,70.50,70.00,70.00,+0.10,"10,193"
109/04/06,"48,957,455","3,422,092,605",70.00,70.30,69.40,70.20,+0.20,"16,309"
109/04/07,"46,626,787","3,321,176,546",71.40,71.90,70.80,71.20,+1.00,"19,700"
109/04/08,"90,172,291","6,665,687,725",71.50,75.30,71.40,75.00,+3.80,"45,059"
109/04/09,"55,267,837","4,121,063,355",75.50,75.90,73.70,74.00,-1.00,"27,239"
109/04/10,"19,079,314","1,406,163,797",73.50,73.90,73.40,73.90,-0.10,"9,662"
109/04/13,"25,076,651","1,840,201,557",73.80,73.90,73.10,73.10,-0.80,"12,994"
109/04/14,"36,772,932","2,724,034,232",73.50,74.50,73.20,74.40,+1.30,"13,991"
109/04/15,"42,208,905","3,140,527,398",74.50,75.20,74.10,74.10,-0.30,"19,762"
109/04/16,"46,873,293","3,488,949,075",74.00,75.00,73.80,74.00,-0.10,"16,737"
109/04/17,"71,076,153","5,396,376,021",75.50,76.50,75.30,75.80,+1.80,"29,356"
109/04/20,"34,062,921","2,589,741,185",76.10,76.60,75.40,76.20,+0.40,"13,541"
109/04/21,"50,476,839","3,748,124,545",75.20,75.50,73.50,73.50,-2.70,"26,194"
109/04/22,"27,664,535","2,028,813,790",72.60,73.90,72.50,73.90,+0.40,"11,631"
109/04/23,"26,918,129","1,999,116,982",74.20,75.20,73.60,74.00,+0.10,"10,752"
109/04/24,"18,097,847","1,338,133,578",74.00,74.20,73.70,73.80,-0.20,"8,073"
109/04/27,"28,422,746","2,127,044,766",74.20,75.20,74.20,74.90,+1.10,"12,354"
109/04/28,"22,472,772","1,686,693,617",75.10,75.40,74.80,75.20,+0.30,"9,829"
109/04/29,"32,618,555","2,472,509,066",75.20,76.20,75.10,75.60,+0.40,"15,525"
109/04/30,"50,247,112","3,846,340,874",76.20,77.00,76.00,77.00,+1.40,"21,023"
109/05/04,"50,274,654","3,743,144,292",74.00,75.00,73.90,74.50,-2.50,"24,021"
109/05/05,"30,499,283","2,267,358,676",74.70,75.00,74.00,74.10,-0.40,"14,431"
109/05/06,"26,782,236","1,994,740,599",74.10,75.20,74.10,74.30,+0.20,"12,458"
109/05/07,"31,856,315","2,394,950,417",74.50,75.80,74.50,75.20,+0.90,"13,922"
109/05/08,"38,394,983","2,932,358,445",76.80,76.80,75.90,76.20,+1.00,"17,416"
109/05/11,"59,444,957","4,658,299,492",76.90,79.20,76.90,78.90,+2.70,"28,011"
109/05/12,"45,434,634","3,527,174,435",78.30,78.40,77.00,77.30,-1.60,"21,458"
109/05/13,"43,132,241","3,378,556,440",77.70,78.80,77.70,78.80,+1.50,"21,005"
109/05/14,"42,128,911","3,298,686,731",78.00,78.90,78.00,78.20,-0.60,"19,774"
109/05/15,"47,550,082","3,678,862,332",78.20,78.60,76.40,77.10,-1.10,"22,470"
109/05/18,"57,978,171","4,380,323,435",76.60,76.60,74.90,75.00,-2.10,"26,917"
109/05/19,"49,410,505","3,711,927,230",75.40,76.00,74.60,74.80,-0.20,"21,590"
109/05/20,"30,828,720","2,304,984,331",74.90,75.30,74.50,74.50,-0.30,"13,870"
109/05/21,"24,213,322","1,809,690,550",74.50,75.00,74.30,74.70,+0.20,"11,673"
109/05/22,"46,433,168","3,429,622,432",74.20,74.40,73.50,73.60,-1.10,"24,358"
109/05/25,"26,982,259","1,975,050,566",73.50,73.60,72.60,73.60, 0.00,"13,590"
